stage,candidate,score,mean_cpg,min_cpg,win_fraction,params_json,RandomPlayer,RaisedPlayer,TightPassive,LooseAggr,Raise50,Raise90,PreflopAggroSticky,CallingStation,PressureFolder,ValueRegular,NittyValue,BalancedPressure,ShowdownRegular
coarse,13,191.106,429.856,-238.75,0.7452,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 32.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.1, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.15, ""image_fold_reduce_fold_scale"": 0.25, ""image_raise_surprise_scale"": 0.2, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.35, ""max_shift"": 0.2, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.7, ""min_samples"": 8.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.05, ""opp_raise_call_scale"": 0.7, ""opp_raise_deterrence"": 0.3, ""opp_raise_fold_scale"": 0.7, ""opp_raise_reraise_scale"": 0.35, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 2.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 0.55, ""vs_our_raise_reraise_deterrence"": 0.8}",987.5,359.375,596.875,383.125,601.25,420.0,340.0,363.125,970.0,290.0,-238.75,476.875,38.75
coarse,14,300.817,475.817,-175.0,0.7596,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 32.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.1, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.15, ""image_fold_reduce_fold_scale"": 0.25, ""image_raise_surprise_scale"": 0.2, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.45, ""max_shift"": 0.25, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.65, ""min_samples"": 6.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": -0.15, ""opp_raise_call_scale"": -0.7, ""opp_raise_deterrence"": 0.45, ""opp_raise_fold_scale"": -1.0, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 2.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 0.55, ""vs_our_raise_reraise_deterrence"": 0.8}",942.5,181.25,682.5,584.375,736.25,380.0,388.125,789.375,945.0,120.625,275.0,-175.0,335.625
coarse,15,378.125,433.75,-55.625,0.7548,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 32.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.1, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.15, ""image_fold_reduce_fold_scale"": 0.25, ""image_raise_surprise_scale"": 0.2, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.6, ""max_shift"": 0.35, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.55, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": -0.25, ""opp_raise_call_scale"": -1.0, ""opp_raise_deterrence"": 0.65, ""opp_raise_fold_scale"": -1.4, ""opp_raise_reraise_scale"": -0.6, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 2.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 0.55, ""vs_our_raise_reraise_deterrence"": 0.8}",911.25,349.375,428.75,453.125,906.875,215.0,480.0,670.625,968.75,-55.625,255.0,49.375,6.25
coarse,16,352.981,469.231,-116.25,0.75,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",931.25,122.5,680.0,668.125,808.125,318.125,102.5,751.875,991.25,-116.25,250.625,346.875,245.0
coarse,17,139.567,454.567,-315.0,0.726,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.45, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",920.625,138.75,689.375,542.5,821.25,536.875,372.5,453.75,951.875,-315.0,347.5,258.75,190.625
coarse,18,294.856,472.981,-178.125,0.7596,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.6, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",925.625,369.375,706.875,602.5,667.5,280.625,389.375,776.875,960.0,93.75,21.25,533.125,-178.125
coarse,19,218.413,394.663,-176.25,0.726,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",713.75,-1.875,696.25,95.625,716.875,468.75,487.5,518.75,970.625,263.75,365.625,11.25,-176.25
coarse,20,526.442,542.692,-16.25,0.7981,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.45, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",870.625,-16.25,653.125,727.5,921.875,360.0,568.125,630.625,983.125,278.125,406.875,368.125,303.125
coarse,21,134.231,411.731,-277.5,0.7115,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.6, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 4.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",542.5,373.75,772.5,750.625,956.875,-32.5,286.875,714.375,931.875,-245.625,276.875,-277.5,301.875
coarse,22,494.808,447.308,47.5,0.7644,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 8.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",755.0,78.125,322.5,561.25,807.5,624.375,488.75,704.375,915.625,110.625,47.5,99.375,300.0
coarse,23,308.317,448.317,-140.0,0.7404,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.45, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 8.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",841.875,100.625,693.125,338.75,644.375,685.0,646.25,405.625,967.5,52.5,313.125,279.375,-140.0
coarse,24,256.49,405.865,-149.375,0.7163,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.6, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 8.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 0.5, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",984.375,-0.625,567.5,175.0,966.25,85.625,438.75,745.625,948.125,-149.375,104.375,156.25,254.375
coarse,25,309.76,481.635,-171.875,0.774,"{""belief_call_signal"": 0.05, ""belief_check_signal"": -0.03, ""belief_confidence_samples"": 18.0, ""belief_defense_call_scale"": 0.12, ""belief_defense_fold_scale"": 0.3, ""belief_defense_raise_scale"": 0.25, ""belief_late_street_scale"": 0.06, ""belief_pressure_call_scale"": 0.12, ""belief_pressure_fold_scale"": 0.25, ""belief_pressure_raise_scale"": 0.35, ""belief_raise_image_scale"": 0.1, ""belief_raise_signal"": 0.16, ""belief_tight_image_scale"": 0.14, ""belief_weight"": 0.18, ""exploit_enabled"": 1.0, ""field_guard"": 1.0, ""field_guard_strength"": 0.85, ""image_fold_call_scale"": 0.4, ""image_fold_reduce_fold_scale"": 0.7, ""image_raise_surprise_scale"": 0.5, ""maniac_call_boost"": 0.75, ""maniac_fold_cut"": 0.55, ""maniac_raise_cut"": 0.45, ""max_exploit_lambda"": 0.35, ""max_multiplier"": 1.7, ""max_shift"": 0.3, ""min_action_prob"": 0.01, ""min_exploit_signal"": 0.35, ""min_multiplier"": 0.45, ""min_samples"": 2.0, ""nit_facing_call_boost"": 0.25, ""nit_facing_fold_boost"": 0.65, ""nit_facing_raise_cut"": 0.45, ""nit_steal_boost"": 0.65, ""opp_raise_call_bonus"": 0.15, ""opp_raise_call_scale"": 1.4, ""opp_raise_deterrence"": 0.15, ""opp_raise_fold_scale"": 1.8, ""opp_raise_reraise_scale"": -0.4, ""overfolder_pressure_cut"": 0.2, ""overfolder_steal_boost"": 0.85, ""prior"": 1.0, ""station_call_boost"": 0.35, ""station_raise_cut"": 0.55, ""style_confidence_samples"": 28.0, ""style_min_samples"": 6.0, ""style_street_weight"": 0.45, ""vs_our_raise_fold_scale"": 1.0, ""vs_our_raise_reraise_deterrence"": 0.5}",997.5,580.625,912.5,96.25,923.75,421.875,393.125,728.75,961.875,49.375,227.5,140.0,-171.875
